name,serial_number,block_name
Brick Red (USA),16,DARK RED
Dark Cardinal,16,DARK RED
Garnet,16,DARK RED
Maroon,16,DARK RED
Brown Carmine,16,DARK RED
Claret Brown,16,DARK RED
Dark Red,16,DARK RED
Deep Claret,16,DARK RED
Dull Red,16,DARK RED
Dull Reddish Brown,16,DARK RED
Dusky Red,16,DARK RED
Garnet Brown,16,DARK RED
Lake,16,DARK RED
Maroon,16,DARK RED
Orange Brown,16,DARK RED
Oxblood Red,16,DARK RED
Purple Madder,16,DARK RED
Red Brown,16,DARK RED
Reddish Brown,16,DARK RED
Rose Red,16,DARK RED
Sanguineus,16,DARK RED
Violet,16,DARK RED
Very Dark Red,16,DARK RED
Catawba,17,VERY DARK RED
Mulberry Fruit,17,VERY DARK RED
Oporto,17,VERY DARK RED
Port,17,VERY DARK RED
Vineyard,17,VERY DARK RED
Victoria Lake,17,VERY DARK RED
Claret Wine,17,VERY DARK RED
Dark Wine,17,VERY DARK RED
Garnet,17,VERY DARK RED
Maroon,17,VERY DARK RED
Wine,17,VERY DARK RED
Dull Red,17,VERY DARK RED
Dull Reddish Brown,17,VERY DARK RED
Maroon,17,VERY DARK RED
Sanguineus,17,VERY DARK RED
Colonial Rose,18,LIGHT GRAYISH RED
Corinthian Pink,18,LIGHT GRAYISH RED
Dauphine,18,LIGHT GRAYISH RED
Glaieul,18,LIGHT GRAYISH RED
Gloaming,18,LIGHT GRAYISH RED
Grecian Rose,18,LIGHT GRAYISH RED
Lilac,18,LIGHT GRAYISH RED
Lilaceous,18,LIGHT GRAYISH RED
Lilas,18,LIGHT GRAYISH RED
Livid Violet,18,LIGHT GRAYISH RED
Lotus,18,LIGHT GRAYISH RED
Marie Antoinette,18,LIGHT GRAYISH RED
Mauveglow,18,LIGHT GRAYISH RED
Mello-Mauve,18,LIGHT GRAYISH RED
Polignac,18,LIGHT GRAYISH RED
Rosebloom,18,LIGHT GRAYISH RED
Sappho,18,LIGHT GRAYISH RED
Rose Mist,18,LIGHT GRAYISH RED
Rose Smoke,18,LIGHT GRAYISH RED
Smokestain Rose,18,LIGHT GRAYISH RED
Brownish Vinaceous,18,LIGHT GRAYISH RED
Pale Vinaceous-Drab,18,LIGHT GRAYISH RED
Purplish Vinaceous,18,LIGHT GRAYISH RED
Ashes of Rose,18,LIGHT GRAYISH RED
Dusty Coral,18,LIGHT GRAYISH RED
Rose Gray,18,LIGHT GRAYISH RED
Brown Red,18,LIGHT GRAYISH RED
Dull Rose,18,LIGHT GRAYISH RED
Lilac Rose,18,LIGHT GRAYISH RED
Pale Red,18,LIGHT GRAYISH RED
Pale Red,18,LIGHT GRAYISH RED
Pink,18,LIGHT GRAYISH RED
Red Brown,18,LIGHT GRAYISH RED
Subvinoso-Griseus,18,LIGHT GRAYISH RED
Vermilion,18,LIGHT GRAYISH RED
Vinoso-Lividus,18,LIGHT GRAYISH RED
Amarylis,19,GRAYISH RED
Appleblossom [Pink],19,GRAYISH RED
Athenia,19,GRAYISH RED
Azalea,19,GRAYISH RED
Berlin Brown,19,GRAYISH RED
Blush Rose,19,GRAYISH RED
Bois de Rose,19,GRAYISH RED
Brazilwood,19,GRAYISH RED
Bulgare,19,GRAYISH RED
Cambridge Red,19,GRAYISH RED
Cameo Brown,19,GRAYISH RED
Cedarbark,19,GRAYISH RED
Chalet Red,19,GRAYISH RED
Chevreuse,19,GRAYISH RED
Cocobala,19,GRAYISH RED
Colonial Rose,19,GRAYISH RED
Corinthian Red,19,GRAYISH RED
Crushed Berry,19,GRAYISH RED
Damask,19,GRAYISH RED
Devon [Brown],19,GRAYISH RED
Dianthus,19,GRAYISH RED
Diavolo,19,GRAYISH RED
Dragon’s Blood,19,GRAYISH RED
Dry Rose,19,GRAYISH RED
Egyptian,19,GRAYISH RED
Eifel,19,GRAYISH RED
Faded Rose,19,GRAYISH RED
Fernambucowood,19,GRAYISH RED
Florence Brown,19,GRAYISH RED
Fontainebleau,19,GRAYISH RED
French Maroon,19,GRAYISH RED
Haematite Red,19,GRAYISH RED
Havana Rose,19,GRAYISH RED
Hydrangea Red,19,GRAYISH RED
Iron Minium,19,GRAYISH RED
Japonica,19,GRAYISH RED
Limawood,19,GRAYISH RED
Livid Brown,19,GRAYISH RED
Magnolia,19,GRAYISH RED
Marie Antoinette,19,GRAYISH RED
Marsh Rose,19,GRAYISH RED
Meadowsweet,19,GRAYISH RED
Mineral Red,19,GRAYISH RED
Nectar,19,GRAYISH RED
Nicaraguawood,19,GRAYISH RED
Oakheart,19,GRAYISH RED
Ocher Red,19,GRAYISH RED
Old Wood,19,GRAYISH RED
Onion-peel,19,GRAYISH RED
Onion Red,19,GRAYISH RED
Orchis,19,GRAYISH RED
Peachwood,19,GRAYISH RED
Pernambucowood,19,GRAYISH RED
Pigeon's-breast,19,GRAYISH RED
Pompeian Red,19,GRAYISH RED
Raspberry Glac§,19,GRAYISH RED
Redwood (soluble),19,GRAYISH RED
Rose Ash,19,GRAYISH RED
Rosedust,19,GRAYISH RED
Rose Petal,19,GRAYISH RED
Rosevale,19,GRAYISH RED
Sappanwood,19,GRAYISH RED
Saraband,19,GRAYISH RED
Slate-Violet,19,GRAYISH RED
Spanish Cedar,19,GRAYISH RED
Strawberry,19,GRAYISH RED
Tango Pink,19,GRAYISH RED
Vandyke Red,19,GRAYISH RED
Vassar Rose,19,GRAYISH RED
Withered Rose,19,GRAYISH RED
Bagdad,19,GRAYISH RED
China Rose,19,GRAYISH RED
Octoroon Rose,19,GRAYISH RED
Orchid Night,19,GRAYISH RED
Rose Castor,19,GRAYISH RED
Rose Stain,19,GRAYISH RED
Slate Rose,19,GRAYISH RED
Sultana,19,GRAYISH RED
Swiss Rose,19,GRAYISH RED
Venetian Rose,19,GRAYISH RED
Withered Rose,19,GRAYISH RED
Acajou Red,19,GRAYISH RED
Corinthian Red,19,GRAYISH RED
Dark Grayish Brown,19,GRAYISH RED
Dark Indian Red,19,GRAYISH RED
Dark Livid Brown,19,GRAYISH RED
Dark Mineral Red,19,GRAYISH RED
Dark Vinaceous,19,GRAYISH RED
Dark Vinaceous-Brown,19,GRAYISH RED
Dark Vinaceous-Drab,19,GRAYISH RED
Deep Brownish Vinaceous,19,GRAYISH RED
Deep Corinthian Red,19,GRAYISH RED
Deep Livid Brown,19,GRAYISH RED
Etruscan Red,19,GRAYISH RED
Hay's Brown,19,GRAYISH RED
Hydrangea Red,19,GRAYISH RED
Indian Red,19,GRAYISH RED
Light Vinaceous-Drab,19,GRAYISH RED
Livid Brown,19,GRAYISH RED
Madder Brown,19,GRAYISH RED
Mineral Red,19,GRAYISH RED
Ocher Red,19,GRAYISH RED
Prussian Red,19,GRAYISH RED
Russet-Vinaceous,19,GRAYISH RED
Vandyke Red,19,GRAYISH RED
Vinaceous-Brown,19,GRAYISH RED
Vinaceous-Drab,19,GRAYISH RED
Antique Rose,19,GRAYISH RED
Ash Rose,19,GRAYISH RED
Ashes of Rose,19,GRAYISH RED
Barn Red,19,GRAYISH RED
Brick Red,19,GRAYISH RED
Cedar,19,GRAYISH RED
Cedar Rose,19,GRAYISH RED
Dark Lacquer Red,19,GRAYISH RED
Dark Redwood,19,GRAYISH RED
Dusty Cedar,19,GRAYISH RED
Indian Red,19,GRAYISH RED
Light Rose Brown,19,GRAYISH RED
Light Wine,19,GRAYISH RED
Old Rose,19,GRAYISH RED
Old Wine,19,GRAYISH RED
Redwood,19,GRAYISH RED
Rose Brown,19,GRAYISH RED
Rose Gray,19,GRAYISH RED
Rose Taupe,19,GRAYISH RED
Rose Wine,19,GRAYISH RED
Taupe Brown,19,GRAYISH RED
Bois de Rose,19,GRAYISH RED
Atrovinosus,19,GRAYISH RED
Badius,19,GRAYISH RED
Brick Red,19,GRAYISH RED
Brown,19,GRAYISH RED
Brown Lake,19,GRAYISH RED
Brown Red,19,GRAYISH RED
Brunneo-Vinosus,19,GRAYISH RED
Carmine,19,GRAYISH RED
Carmine Rose,19,GRAYISH RED
Chocolate,19,GRAYISH RED
Dull Red,19,GRAYISH RED
Dull Reddish Brown,19,GRAYISH RED
Fuscus,19,GRAYISH RED
Grayish Red,19,GRAYISH RED
Lake,19,GRAYISH RED
Moderate Red,19,GRAYISH RED
Red,19,GRAYISH RED
Red,19,GRAYISH RED
Red Brown,19,GRAYISH RED
Reddish Brown,19,GRAYISH RED
Rose,19,GRAYISH RED
Subvinoso-Griseus,19,GRAYISH RED
Vermilion,19,GRAYISH RED
Vinoso-Griseus,19,GRAYISH RED
Vinoso-Lividus,19,GRAYISH RED
Vinosus,19,GRAYISH RED
Violet Brown,19,GRAYISH RED
Weak Red,19,GRAYISH RED
Haematite Red,20,DARK GRAYISH RED
Paris Mud,20,DARK GRAYISH RED
Dark Indian Red,20,DARK GRAYISH RED
Dark Mineral Red,20,DARK GRAYISH RED
Hay’s Maroon,20,DARK GRAYISH RED
Warm Blackish Brown,20,DARK GRAYISH RED
Burgundy m .7,20,DARK GRAYISH RED
Cordovan m .. 1],20,DARK GRAYISH RED
Dark Mauve Taupe,20,DARK GRAYISH RED
Dark Rose Brown,20,DARK GRAYISH RED
Dark Wine,20,DARK GRAYISH RED
Deep Maroon,20,DARK GRAYISH RED
Light Rose Brown,20,DARK GRAYISH RED
Maroon,20,DARK GRAYISH RED
Mauve Wine,20,DARK GRAYISH RED
Rose Brown,20,DARK GRAYISH RED
Maroon (USA),20,DARK GRAYISH RED
Atrovinosus,20,DARK GRAYISH RED
Badius,20,DARK GRAYISH RED
Blackish Red,20,DARK GRAYISH RED
Brunneo-Vinosus,20,DARK GRAYISH RED
Dark Brown,20,DARK GRAYISH RED
Dull Reddish Brown,20,DARK GRAYISH RED
Violet Black,20,DARK GRAYISH RED
Catawba,21,BLACKISH RED
Mulberry Fruit,21,BLACKISH RED
Old Burgundy _ _ 417 Rp 5,21,BLACKISH RED
Dull Reddish Brown,21,BLACKISH RED
Evenglow,22,REDDISH GRAY
Mist (Grey),22,REDDISH GRAY
Opal Grey,22,REDDISH GRAY
Rose Castor,22,REDDISH GRAY
Shadow,22,REDDISH GRAY
Shadow,22,REDDISH GRAY
Rose Castor,22,REDDISH GRAY
Rose Smoke,22,REDDISH GRAY
Pale Vinaceous-Drab,22,REDDISH GRAY
Lead Gray,22,REDDISH GRAY
Shadow Gray,22,REDDISH GRAY
Nickel,22,REDDISH GRAY
Pigeon,22,REDDISH GRAY
Chocolate,22,REDDISH GRAY
Dark Brown,22,REDDISH GRAY
Gray Lilac,22,REDDISH GRAY
Lilac Brown,22,REDDISH GRAY
Red Brown,22,REDDISH GRAY
Reddish Gray,22,REDDISH GRAY
Reddish Gray,22,REDDISH GRAY
Subvinoso-Griseus,22,REDDISH GRAY
Blue Fox,23,DARK REDDISH GRAY
Copra,23,DARK REDDISH GRAY
Mauve Castor... . 55E?,23,DARK REDDISH GRAY
Mauve Dust,23,DARK REDDISH GRAY
Mauve Taupe,23,DARK REDDISH GRAY
Rosetta,23,DARK REDDISH GRAY
Turtledove,23,DARK REDDISH GRAY
Flint,23,DARK REDDISH GRAY
Taupe Rose,23,DARK REDDISH GRAY
Blackish Brown (2),23,DARK REDDISH GRAY
Dark Grayish Brown,23,DARK REDDISH GRAY
Dark Vinaceous-Drab,23,DARK REDDISH GRAY
Light Seal Brown,23,DARK REDDISH GRAY
Seal Brown,23,DARK REDDISH GRAY
Warm Blackish Brown,23,DARK REDDISH GRAY
Burgundy,23,DARK REDDISH GRAY
Chocolate,23,DARK REDDISH GRAY
Cordovan,23,DARK REDDISH GRAY
Dark Rose Brown,23,DARK REDDISH GRAY
Dark Rose Taupe,23,DARK REDDISH GRAY
Ebony Brown,23,DARK REDDISH GRAY
Rose Taupe,23,DARK REDDISH GRAY
Brown,23,DARK REDDISH GRAY
Brunneo-Vinosus,23,DARK REDDISH GRAY
Chocolate,23,DARK REDDISH GRAY
Dark Brown,23,DARK REDDISH GRAY
Dark Reddish Gray,23,DARK REDDISH GRAY
Fusco-Niger,23,DARK REDDISH GRAY
Fuscus,23,DARK REDDISH GRAY
Reddish Gray,23,DARK REDDISH GRAY
Vinoso-Griseus,23,DARK REDDISH GRAY
Sailor,24,REDDISH HIJACK
Ebony Brown,24,REDDISH HIJACK
Reddish Black,24,REDDISH HIJACK
Reddish Black,24,REDDISH HIJACK
Capucine Red,25,VIVID YELLOWISH PINK
Chinese Orange,25,VIVID YELLOWISH PINK
Japanese Yellow,25,VIVID YELLOWISH PINK
Tokyo,25,VIVID YELLOWISH PINK
Orange,25,VIVID YELLOWISH PINK
Sun Orange,25,VIVID YELLOWISH PINK
Melon Pink,25,VIVID YELLOWISH PINK
Azalea Pink,25,VIVID YELLOWISH PINK
Orange,25,VIVID YELLOWISH PINK
Red Orange,25,VIVID YELLOWISH PINK
Rose,25,VIVID YELLOWISH PINK
Yellowish Pink,25,VIVID YELLOWISH PINK
Aurora (Orange),26,STRONG YELLOWISH PINK
Baby Rose,26,STRONG YELLOWISH PINK
Bittersweet Pink,26,STRONG YELLOWISH PINK
Candy Pink,26,STRONG YELLOWISH PINK
Capucine Lake,26,STRONG YELLOWISH PINK
Cherry Bloom __ 118,26,STRONG YELLOWISH PINK
Conch Shell,26,STRONG YELLOWISH PINK
Coquette,26,STRONG YELLOWISH PINK
Coral Blush,26,STRONG YELLOWISH PINK
Crevette,26,STRONG YELLOWISH PINK
Damonico—,26,STRONG YELLOWISH PINK
Du Barry,26,STRONG YELLOWISH PINK
Flesh Ochre,26,STRONG YELLOWISH PINK
Honeydew,26,STRONG YELLOWISH PINK
Ibis Pink,26,STRONG YELLOWISH PINK
Jasper Pink . 218,26,STRONG YELLOWISH PINK
Kyoto,26,STRONG YELLOWISH PINK
Melon,26,STRONG YELLOWISH PINK
Monicon,26,STRONG YELLOWISH PINK
Morning Dawning Yellow,26,STRONG YELLOWISH PINK
Orange Aurora,26,STRONG YELLOWISH PINK
Peach Red,26,STRONG YELLOWISH PINK
Pink Coral,26,STRONG YELLOWISH PINK
Prawn (Pink),26,STRONG YELLOWISH PINK
Rficamier,26,STRONG YELLOWISH PINK
Rufous,26,STRONG YELLOWISH PINK
Scarlet Madder,26,STRONG YELLOWISH PINK
Shrimp (Pink),26,STRONG YELLOWISH PINK
Shrimp (Red),26,STRONG YELLOWISH PINK
Strawberry Pink,26,STRONG YELLOWISH PINK
Tokyo,26,STRONG YELLOWISH PINK
Camellia Pink,26,STRONG YELLOWISH PINK
Coral Pink,26,STRONG YELLOWISH PINK
Golden Coral ... 244 RO 1-d,26,STRONG YELLOWISH PINK
Grecian Rose,26,STRONG YELLOWISH PINK
Light Old Rose,26,STRONG YELLOWISH PINK
Pink Jewel,26,STRONG YELLOWISH PINK
Queen Coral,26,STRONG YELLOWISH PINK
Radiant. . 260 RO 3-d,26,STRONG YELLOWISH PINK
Salmon Rose . 252 RO 2-d,26,STRONG YELLOWISH PINK
Shrimp Pink,26,STRONG YELLOWISH PINK
Congo Pink,26,STRONG YELLOWISH PINK
Coral Pink,26,STRONG YELLOWISH PINK
Grenadine Pink,26,STRONG YELLOWISH PINK
Jasper Pink,26,STRONG YELLOWISH PINK
Orange-Vinaceous,26,STRONG YELLOWISH PINK
Orient Pink,26,STRONG YELLOWISH PINK
Safrano Pink,26,STRONG YELLOWISH PINK
Venetian Pink,26,STRONG YELLOWISH PINK
Bright Peach,26,STRONG YELLOWISH PINK
Light Coral Rose,26,STRONG YELLOWISH PINK
Peach,26,STRONG YELLOWISH PINK
Salmon,26,STRONG YELLOWISH PINK
Salmon Pink,26,STRONG YELLOWISH PINK
Shrimp Pink m... . 6 H ga,26,STRONG YELLOWISH PINK
Salmon Pink,26,STRONG YELLOWISH PINK
Shell Pink,26,STRONG YELLOWISH PINK
Tea Rose,26,STRONG YELLOWISH PINK
Chinese Coral,26,STRONG YELLOWISH PINK
Deep Orange,26,STRONG YELLOWISH PINK
French Rose,26,STRONG YELLOWISH PINK
Incarnatus,26,STRONG YELLOWISH PINK
Orange,26,STRONG YELLOWISH PINK
Persicinus,26,STRONG YELLOWISH PINK
Pink,26,STRONG YELLOWISH PINK
Red,26,STRONG YELLOWISH PINK
Rose,26,STRONG YELLOWISH PINK
Roseus,26,STRONG YELLOWISH PINK
Salmon,26,STRONG YELLOWISH PINK
Salmon Rose,26,STRONG YELLOWISH PINK
Shell Pink,26,STRONG YELLOWISH PINK
Shrimp Red,26,STRONG YELLOWISH PINK
Testaceus,26,STRONG YELLOWISH PINK
Vermilion,26,STRONG YELLOWISH PINK
Vinosus,26,STRONG YELLOWISH PINK
Yellowish Pink,26,STRONG YELLOWISH PINK
Aurora (Orange),27,DEEP YELLOWISH PINK
Aurora Red,27,DEEP YELLOWISH PINK
Candy Pink,27,DEEP YELLOWISH PINK
Coral Blush,27,DEEP YELLOWISH PINK
Emberglow,27,DEEP YELLOWISH PINK
France Rose,27,DEEP YELLOWISH PINK
Morning Dawning Yellow,27,DEEP YELLOWISH PINK
Orange Aurora,27,DEEP YELLOWISH PINK
Strawberry Pink,27,DEEP YELLOWISH PINK
Begonia Rose,27,DEEP YELLOWISH PINK
Geranium Pink,27,DEEP YELLOWISH PINK
Jasper Pink,27,DEEP YELLOWISH PINK
Rose Doree.. 13b,27,DEEP YELLOWISH PINK
Shrimp Pink g . 6Vfc ia,27,DEEP YELLOWISH PINK
Shrimp Pink,27,DEEP YELLOWISH PINK
Tigerlily,27,DEEP YELLOWISH PINK
Azalea Pink,27,DEEP YELLOWISH PINK
Begonia,27,DEEP YELLOWISH PINK
Carmine Rose,27,DEEP YELLOWISH PINK
Coral Pink,27,DEEP YELLOWISH PINK
Deep Rose,27,DEEP YELLOWISH PINK
Incarnatus,27,DEEP YELLOWISH PINK
Light Red,27,DEEP YELLOWISH PINK
Porcelain Rose,27,DEEP YELLOWISH PINK
Red,27,DEEP YELLOWISH PINK
Rose,27,DEEP YELLOWISH PINK
Roseus,27,DEEP YELLOWISH PINK
Vermilion,27,DEEP YELLOWISH PINK
Yellowish Pink,27,DEEP YELLOWISH PINK
Baby Pink,28,LIGHT YELLOWISH PINK
Chatenay Pink,28,LIGHT YELLOWISH PINK
Nectarine,28,LIGHT YELLOWISH PINK
Opera Pink,28,LIGHT YELLOWISH PINK
Peach,28,LIGHT YELLOWISH PINK
Seashell Pink,28,LIGHT YELLOWISH PINK
Tussore,28,LIGHT YELLOWISH PINK
Coral Blush,28,LIGHT YELLOWISH PINK
Coral Cloud,28,LIGHT YELLOWISH PINK
Flesh Tint,28,LIGHT YELLOWISH PINK
Opera Pink,28,LIGHT YELLOWISH PINK
Peach Bud __ 255 RO 2-g,28,LIGHT YELLOWISH PINK
Peach Pink,28,LIGHT YELLOWISH PINK
Pink Dust,28,LIGHT YELLOWISH PINK
Pinocchio .. 246 RO 1-f,28,LIGHT YELLOWISH PINK
Queen Coral,28,LIGHT YELLOWISH PINK
Rose Morn,28,LIGHT YELLOWISH PINK
Salmon Flush _ 263 RO 3-g,28,LIGHT YELLOWISH PINK
Salmon Pink.. .. 262 RO 3-f,28,LIGHT YELLOWISH PINK
Shell Coral .. 271 RO 4-g,28,LIGHT YELLOWISH PINK
Smiles .... 247 RO 1-g,28,LIGHT YELLOWISH PINK
Sonata. . 254 RO 2-f,28,LIGHT YELLOWISH PINK
Sundown,28,LIGHT YELLOWISH PINK
Victoria,28,LIGHT YELLOWISH PINK
White Jade,28,LIGHT YELLOWISH PINK
White Mist,28,LIGHT YELLOWISH PINK
Flesh Pink,28,LIGHT YELLOWISH PINK
Hydrangea Pink,28,LIGHT YELLOWISH PINK
Light Congo Pink,28,LIGHT YELLOWISH PINK
Light Pinkish Cinnamon,28,LIGHT YELLOWISH PINK
Ochraceous-Buff,28,LIGHT YELLOWISH PINK
Pale Cinnamon-Pink,28,LIGHT YELLOWISH PINK
Pale Congo Pink,28,LIGHT YELLOWISH PINK
Pale Flesh Color,28,LIGHT YELLOWISH PINK
Pale Ochraceous Buff,28,LIGHT YELLOWISH PINK
Pale Yellow-Orange . Ill 15f,28,LIGHT YELLOWISH PINK
Pinkish Buff,28,LIGHT YELLOWISH PINK
Shrimp Pink,28,LIGHT YELLOWISH PINK
Vinaceous-Buff,28,LIGHT YELLOWISH PINK
Flesh Pink,28,LIGHT YELLOWISH PINK
Light Apricot,28,LIGHT YELLOWISH PINK
Light Salmon,28,LIGHT YELLOWISH PINK
Peach Pink,28,LIGHT YELLOWISH PINK
Pearl Pink,28,LIGHT YELLOWISH PINK
Petal Pink,28,LIGHT YELLOWISH PINK
Pale Peach,28,LIGHT YELLOWISH PINK
Pale Pink,28,LIGHT YELLOWISH PINK
Shell Pink,28,LIGHT YELLOWISH PINK
Tearose m. Sea,28,LIGHT YELLOWISH PINK
Bubalinus,28,LIGHT YELLOWISH PINK
Buff,28,LIGHT YELLOWISH PINK
Cameo Rose (Eng),28,LIGHT YELLOWISH PINK
Croceus,28,LIGHT YELLOWISH PINK
Incarnatus,28,LIGHT YELLOWISH PINK
Moderate Orange Pink,28,LIGHT YELLOWISH PINK
Ochraceus,28,LIGHT YELLOWISH PINK
Orange,28,LIGHT YELLOWISH PINK
Orient Pink,28,LIGHT YELLOWISH PINK
Peach,28,LIGHT YELLOWISH PINK
Persicinus,28,LIGHT YELLOWISH PINK
Pink,28,LIGHT YELLOWISH PINK
Red,28,LIGHT YELLOWISH PINK
Roseo-Bubalinus,28,LIGHT YELLOWISH PINK
Roseo-Vinosus,28,LIGHT YELLOWISH PINK
Salmon,28,LIGHT YELLOWISH PINK
Salmon,28,LIGHT YELLOWISH PINK
Salmon Rose,28,LIGHT YELLOWISH PINK
Vinoso-Bubalinus,28,LIGHT YELLOWISH PINK
Yellow,28,LIGHT YELLOWISH PINK
Yellowish Pink,28,LIGHT YELLOWISH PINK
Anatta,29,MODERATE
Annatto,29,MODERATE
Annotto,29,MODERATE
Arnotto,29,MODERATE
Baby Pink,29,MODERATE
Blush,29,MODERATE
Chatenay Pink,29,MODERATE
Cherub,29,MODERATE
Coquette,29,MODERATE
Coral Pink,29,MODERATE
Coral Sands,29,MODERATE
Corial,29,MODERATE
Cupid Pink,29,MODERATE
Flesh Blond,29,MODERATE
Flesh Ochre,29,MODERATE
Ibis Pink,29,MODERATE
Japan Rose,29,MODERATE
Nectarine,29,MODERATE
Onion-skin Pink,29,MODERATE
Opera Pink,29,MODERATE
Orient Pink,29,MODERATE
Orlean,29,MODERATE
Pastel Parchment,29,MODERATE
Peach,29,MODERATE
Peachbeige,29,MODERATE
Peachbloom,29,MODERATE
Powder Pink,29,MODERATE
Rocou,29,MODERATE
Rose Caroline,29,MODERATE
Rose Cendre,29,MODERATE
Rose Dawn,29,MODERATE
Rose France,29,MODERATE
Rose Morn,29,MODERATE
Rose Nude,29,MODERATE
Roucou,29,MODERATE
Safrano Pink,29,MODERATE
Salmon (Pink),29,MODERATE
Sandust,29,MODERATE
Sea Shell,29,MODERATE
Seashell Pink,29,MODERATE
Sunrise Yellow,29,MODERATE
Terra Orellana,29,MODERATE
Terra Orellano,29,MODERATE
Trianon,29,MODERATE
Tussore,29,MODERATE
Vanity,29,MODERATE
Amber Coral,29,MODERATE
Bisque,29,MODERATE
Bronze Pink,29,MODERATE
French Nude,29,MODERATE
Grecian Rose,29,MODERATE
Honey Beige,29,MODERATE
Monticello Rose,29,MODERATE
Peach Amber,29,MODERATE
Prairie Sunset .... 245 RO 1-e,29,MODERATE
Rosario _. 269 RO 4-e,29,MODERATE
Rose Caroline,29,MODERATE
Salmon Buff. 270 RO 4-f,29,MODERATE
Sundown,29,MODERATE
Buff-Pink,29,MODERATE
Chatenay Pink,29,MODERATE
Congo Pink,29,MODERATE
Flesh Pink,29,MODERATE
Hydrangea Pink,29,MODERATE
Japan Rose,29,MODERATE
Light Congo Pink,29,MODERATE
Light Pinkish Cinnamon,29,MODERATE
Ochraceous-Buff,29,MODERATE
Onion-skin Pink,29,MODERATE
Pale Cinnamon-Pink,29,MODERATE
Pale Congo Pink,29,MODERATE
Pale Flesh Color,29,MODERATE
Pinkish Buff,29,MODERATE
Pinkish Vinaceous,29,MODERATE
Salmon Color,29,MODERATE
Shrimp Pink,29,MODERATE
Vinaceous-Buff,29,MODERATE
Vinaceous-Cinnamon,29,MODERATE
Vinaceous-Fawn,29,MODERATE
Bright Shell Pink,29,MODERATE
Coral Pink,29,MODERATE
Dusty Coral,29,MODERATE
Dusty Peach,29,MODERATE
Light Apricot,29,MODERATE
Light Salmon,29,MODERATE
Nude Tan,29,MODERATE
Pastel Pink,29,MODERATE
Peach Pink,29,MODERATE
Peach Tan,29,MODERATE
Rose Beige,29,MODERATE
Tearose,29,MODERATE
Dusty Pink,29,MODERATE
Peach,29,MODERATE
Bistre Brown,29,MODERATE
Brown Orange,29,MODERATE
Buff,29,MODERATE
Cinnamomeus,29,MODERATE
Dull Orange,29,MODERATE
Fawn,29,MODERATE
Incarnatus,29,MODERATE
Moderate Orange Pink,29,MODERATE
Ochraceus,29,MODERATE
Orange,29,MODERATE
Orange Buff,29,MODERATE
Orient Pink,29,MODERATE
Peach,29,MODERATE
Persicinus,29,MODERATE
Pink,29,MODERATE
Red,29,MODERATE
Rose,29,MODERATE
Roseo-Bubalinus,29,MODERATE
Roseo-Vinosus,29,MODERATE
Salmon,29,MODERATE
Salmoneus,29,MODERATE
Salmon Rose,29,MODERATE
Testaceus,29,MODERATE
Vinoso-Bubalinus,29,MODERATE
Yellow,29,MODERATE
Yellow Buff,29,MODERATE
Yellowish Pink,29,MODERATE
Glaieul,30,DARK YELLOWISH PINK
Grecian Rose,30,DARK YELLOWISH PINK
Lotus,30,DARK YELLOWISH PINK
Magnolia.318,30,DARK YELLOWISH PINK
Rosebloom,30,DARK YELLOWISH PINK
Dusty Coral g. By gc,30,DARK YELLOWISH PINK
Grecian Rose,30,DARK YELLOWISH PINK
Light Red,30,DARK YELLOWISH PINK
Rose,30,DARK YELLOWISH PINK
Vermilion,30,DARK YELLOWISH PINK
Yellowish Pink,30,DARK YELLOWISH PINK
Alabaster,31,PALE YELLOWISH PINK
Iris Mauve,31,PALE YELLOWISH PINK
Miniature Pink,31,PALE YELLOWISH PINK
Opera Pink,31,PALE YELLOWISH PINK
Reveree,31,PALE YELLOWISH PINK
Tilleul Buff,31,PALE YELLOWISH PINK
White Jade,31,PALE YELLOWISH PINK
Cinnamon Cream,31,PALE YELLOWISH PINK
Copper Cream _ . 264 RO 3-h,31,PALE YELLOWISH PINK
Creole Pink- 256 RO 2-h,31,PALE YELLOWISH PINK
Dryad Rose,31,PALE YELLOWISH PINK
Flesh Cream,31,PALE YELLOWISH PINK
Flesh Pink....... 272 RO 4-h,31,PALE YELLOWISH PINK
Flesh Tint,31,PALE YELLOWISH PINK
Mission White,31,PALE YELLOWISH PINK
Misty Rose ... 287 RO 6-g,31,PALE YELLOWISH PINK
Moonlight. . 288 RO 6-h,31,PALE YELLOWISH PINK
Peach Gray,31,PALE YELLOWISH PINK
Pink Dust,31,PALE YELLOWISH PINK
Rose Ash,31,PALE YELLOWISH PINK
Rose Dust ... 279 RO 5-g,31,PALE YELLOWISH PINK
Rose Morn,31,PALE YELLOWISH PINK
Rose Nude... .. 280 RO 5-h,31,PALE YELLOWISH PINK
Rose Pearl,31,PALE YELLOWISH PINK
Rose Shadow,31,PALE YELLOWISH PINK
Serene . 248 RO 1-h,31,PALE YELLOWISH PINK
Shell Coral . 271 RO 4-g,31,PALE YELLOWISH PINK
White Jade,31,PALE YELLOWISH PINK
White Mist,31,PALE YELLOWISH PINK
Winter White,31,PALE YELLOWISH PINK
Pale Cinnamon-Pink,31,PALE YELLOWISH PINK
Pale Congo Pink,31,PALE YELLOWISH PINK
Pale Grayish Vinaceous,31,PALE YELLOWISH PINK
Pale Vinaceous-Fawn,31,PALE YELLOWISH PINK
